6.731586376211393663e-01;7.259090572869475455e-01;7.391219004452361796e-01
9.284346861451145960e-01;9.490765418777150630e-01;9.050715714341612816e-01
1.327267580857506291e+00;1.402725629505009008e+00;1.467204732288222679e+00
1.594805267275130944e+00;1.635368344094715765e+00;1.724520196504481628e+00
2.025185729964840586e+00;2.230025024536253397e+00;2.197646242106689130e+00
2.373181460230523232e+00;2.558750284466238423e+00;2.652471078377457214e+00
2.755901600113172201e+00;2.750721351640686763e+00;3.028167281333564276e+00
3.300524095570644523e+00;3.441109873721061696e+00;3.325979234791881733e+00
3.385138052748163595e+00;3.841162339300571826e+00;3.881487858520581202e+00
4.221289937907437562e+00;4.506521722746533065e+00;4.599153654057729135e+00
3.896246221402614562e+00;4.169210886209542721e+00;4.005843413122357255e+00
4.833623553581120724e+00;4.830959779515175079e+00;4.959075729409549993e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
