5.940000000000000391e+00;7.000000000000000000e+00;6.988000000000000433e+00;8.000000000000000000e+00;8.518000000000000682e+00
6.124666666666666259e+00;7.000000000000000000e+00;8.366666666666667140e+00;1.000000000000000000e+01;1.092600000000000016e+01
9.852000000000000313e+00;1.000000000000000000e+01;9.175333333333332675e+00;1.074466666666666725e+01;9.933333333333333570e+00
9.000000000000000000e+00;9.823333333333334139e+00;1.100666666666666593e+01;1.100000000000000000e+01;9.525999999999999801e+00
1.199266666666666659e+01;1.182933333333333259e+01;1.100000000000000000e+01;1.186333333333333329e+01;1.153999999999999915e+01
1.401999999999999957e+01;1.479133333333333411e+01;1.419333333333333336e+01;1.296400000000000041e+01;1.796133333333333226e+01
1.600000000000000000e+01;1.500000000000000000e+01;1.611533333333333218e+01;1.477266666666666595e+01;1.685999999999999943e+01
1.400000000000000000e+01;1.856933333333333280e+01;2.144200000000000017e+01;1.963599999999999923e+01;1.800799999999999912e+01
1.600400000000000134e+01;1.988666666666666671e+01;1.763733333333333420e+01;2.010533333333333417e+01;2.496533333333333360e+01
2.179866666666666575e+01;2.747266666666666524e+01;2.253533333333333388e+01;2.405666666666666842e+01;2.347333333333333272e+01
2.167533333333333445e+01;2.443799999999999883e+01;2.163733333333333420e+01;2.674333333333333229e+01;2.895599999999999952e+01
3.100000000000000000e+01;2.702199999999999847e+01;2.997733333333333405e+01;2.882133333333333169e+01;2.979466666666666796e+01
2.841333333333333400e+01;2.916199999999999903e+01;3.105799999999999983e+01;3.811866666666666958e+01;3.167200000000000060e+01
3.559933333333333394e+01;3.314933333333333110e+01;4.297933333333333650e+01;3.800866666666667015e+01;3.371266666666666367e+01
3.591866666666666674e+01;4.152933333333333366e+01;4.974466666666666725e+01;4.115800000000000125e+01;4.102933333333333366e+01
3.947200000000000131e+01;4.948199999999999932e+01;5.153533333333333388e+01;4.653866666666666418e+01;4.976266666666666794e+01
5.043466666666666498e+01;5.047133333333333383e+01;5.136333333333333684e+01;5.329399999999999693e+01;5.239133333333333553e+01
5.486933333333332996e+01;6.068466666666666498e+01;5.656933333333333280e+01;5.589333333333333087e+01;5.869133333333333269e+01
